centre_profiles,window_length,IC
139,40,23.6256332771912
287,116,16.9664699648816
305,112,19.9735735322191
319,118,18.5018044588218
328,86,19.6734632141537
620,90,17.5785041215205
680,38,16.4858518053674
1072,34,22.2830763596179
1099,102,22.4276032578638
1264,96,20.7916759019127
1274,80,21.5947103558459
1309,42,20.4115543196076
1506,190,17.7137456480417
1536,70,21.3814696323842
1547,62,21.5613758703678
