centre_profiles,window_length,IC
112,140,25.3502562974801
178,162,25.0903523901424
289,92,22.003387225874
352,78,23.9989479155766
364,36,21.1899731196311
722,64,24.9169432760994
726,116,29.3172978716579
757,136,33.737391726951
819,190,28.0099368791355
949,144,26.0604386782503
1145,190,29.2289430054798
1182,192,29.0006889284259
1252,90,22.8122946940706
1298,186,27.8341137649115
1393,108,23.5839450053558
1517,174,20.1703826883858
1547,76,19.5655662947603
